time,enso
10699,-0.139444877938963
10706,-0.163613132986379
10713,-0.162971678704683
10720,-0.176062531149833
10727,-0.18180132088599
10734,-0.22586604180687
10741,-0.291635236085354
10748,-0.311159226722064
10755,-0.312223491049404
10762,-0.307305113524267
10769,-0.309045152509884
10776,-0.306654132286869
10783,-0.338211595642288
10790,-0.369604112943896
10797,-0.399889705512128
10804,-0.470946836717078
10811,-0.520016645204771
10818,-0.590762277154979
10825,-0.656825587883531
10832,-0.710795691123162
10839,-0.783782971441936
10846,-0.836747303051829
10853,-0.880656779620218
10860,-0.944156457760242
10867,-1.01799154446247
10874,-1.07266452071864
10881,-1.12717876849144
10888,-1.16187657202383
10895,-1.20044765638295
10902,-1.23157696257044
10909,-1.21870033479414
10916,-1.22669861345263
10923,-1.26040987504432
10930,-1.30385558252808
10937,-1.34506206542068
10944,-1.35235547072977
10951,-1.3494966811041
10958,-1.37915457898591
10965,-1.38877363255351
10972,-1.38700730269331
10979,-1.37015986049474
10986,-1.32988622542692
10993,-1.30977749181373
11000,-1.30812902707739
11007,-1.25138258080382
11014,-1.18277072403424
11021,-1.12132104384739
11028,-1.06515564568382
11035,-1.01342420579958
11042,-0.971262935734158
11049,-0.895776633724459
11056,-0.826708892201521
11063,-0.775233777644503
11070,-0.754569554852758
11077,-0.752462086360189
11084,-0.734576045832319
11091,-0.707471203537701
11098,-0.668157694393818
11105,-0.622018426985729
11112,-0.573529676238715
11119,-0.542704669829311
11126,-0.508493477752783
11133,-0.439588494137284
11140,-0.377790589260238
11147,-0.348128819838553
11154,-0.312370157926677
11161,-0.271327013865917
11168,-0.224698231271394
11175,-0.18519399409296
11182,-0.184326208592522
11189,-0.204711291131342
11196,-0.211052825345332
11203,-0.202388483202458
11210,-0.188691520597039
11217,-0.188558799332276
11224,-0.195308733503124
11231,-0.212467284526976
11238,-0.227299666248634
11245,-0.264810081216055
11252,-0.296062237330525
11259,-0.341560597772662
11266,-0.391315575222538
11273,-0.416363313587694
11280,-0.447842804527881
11287,-0.487885931194656
11294,-0.54613101976438
11301,-0.576935553431362
11308,-0.623369726316021
11315,-0.678092834731818
11322,-0.708599290561434
11329,-0.713340855400599
11336,-0.689969245262603
11343,-0.704858439676067
11350,-0.701057569049663
11357,-0.688601746504504
11364,-0.656895216948729
11371,-0.601243423557328
11378,-0.5324020867172
11385,-0.459818951427347
11392,-0.423140441718832
11399,-0.373723669588147
11406,-0.324537222354645
11413,-0.260071269772096
11420,-0.20233057909185
11427,-0.141697580022324
11434,-0.0809193370932801
11441,-0.016491050140436
11448,0.0707607543116656
11455,0.160058114344409
11462,0.231056131714857
11469,0.281055372652442
11476,0.3021533028723
11483,0.353812568557823
11490,0.40355605151425
11497,0.463863778164288
11504,0.506348060453731
11511,0.537855855717758
11518,0.562140001793888
11525,0.610575473235705
11532,0.662628070010826
11539,0.68244804668628
11546,0.684459639477951
11553,0.668690555293602
11560,0.66225596786656
11567,0.690309713662866
11574,0.714201566944092
11581,0.778193820574602
11588,0.856192822792983
11595,0.90265822747075
11602,0.966324251509977
11609,1.03001781699298
11616,1.09697108655295
11623,1.17103458090257
11630,1.23193621244777
11637,1.32483144543192
11644,1.44061600696325
11651,1.54057240728245
11658,1.62876983917987
11665,1.67236421496023
11672,1.66544629575807
11679,1.62269323617603
11686,1.62150790666218
11693,1.59578501637984
11700,1.56577098884703
11707,1.54211045151557
11714,1.51217104991023
11721,1.48612532849952
11728,1.40917096587511
11735,1.32924232492196
11742,1.24564921309049
11749,1.15710716954284
11756,1.08419711888719
11763,1.01470093812399
11770,0.926818465634769
11777,0.803634819707039
11784,0.698128850812955
11791,0.595325522966643
11798,0.467549495262242
11805,0.325461006955361
11812,0.176700722129196
11819,0.0516922928948251
11826,-0.0691649524306886
11833,-0.189633658448765
11840,-0.293046321406596
11847,-0.409954628010153
11854,-0.540994752417269
11861,-0.643715791212448
11868,-0.711573105837718
11875,-0.790762236342577
11882,-0.884967663276561
11889,-0.949390771936715
11896,-1.01996422867618
11903,-1.06526896004062
11910,-1.11140539409593
11917,-1.19401281227089
11924,-1.27214144447613
11931,-1.32689082232692
11938,-1.34492520093241
11945,-1.3408100336445
11952,-1.34755267227694
11959,-1.35524969512949
11966,-1.37545158762477
11973,-1.38149438072104
11980,-1.37788337790838
11987,-1.35455577916565
11994,-1.34354187434303
12001,-1.34376493550143
12008,-1.31035686445457
12015,-1.27245292965909
12022,-1.29817162827316
12029,-1.31928090390523
12036,-1.33580334579248
12043,-1.32064267708615
12050,-1.30342603749579
12057,-1.28557752642532
12064,-1.28185789437836
12071,-1.29115931909753
12078,-1.25845877780834
12085,-1.21872553128162
12092,-1.18541183418577
12099,-1.13703121857615
12106,-1.07313474907722
12113,-0.995868297252476
12120,-0.939780657235751
